source,target,weight
smip,Nixmama,2
jnjstar,Nixmama,2
Sam0615,MrsCora01,43
Sam0615,Sam0615,223144
Sam0615,84Jenn,3
rister,laura2gemini2,67
rister,dgarner11,64
rister,swimKE,164
rister,Malik1980,3
abcat2000,dgarner11,203
abcat2000,HOPE_1207,183
abcat2000,MrsCora01,155
feelinghigh,MrsCora01,46
feelinghigh,dgarner11,49
feelinghigh,HOPE_1207,48
T10313,dgarner11,49
T10313,HOPE_1207,48
T10313,feelinghigh,17094
T10313,MrsCora01,45
feelinghigh,T10313,12903
feelinghigh,feelinghigh,7380
feelinghigh,smip,13072
smip,T10313,215
smip,MrsCora01,38
smip,dgarner11,40
smip,smip,3190
smip,HOPE_1207,39
arealgijoe,feelinghigh,130
arealgijoe,MrsCora01,34
arealgijoe,smip,303
arealgijoe,dgarner11,36
arealgijoe,T10313,131
arealgijoe,HOPE_1207,35
abcat2000,abcat2000,3
feelinghigh,abcat2000,2
T10313,abcat2000,2
smip,abcat2000,2
arealgijoe,abcat2000,2
Chelsis88,dgarner11,95
Chelsis88,socialworkertypeI,107
Chelsis88,sheenanichols,100
MrsCora01,socialworkertypeI,102
MrsCora01,sheenanichols,96
MrsCora01,Chelsis88,2176
MrsCora01,dgarner11,91
T10313,sheenanichols,91
T10313,Chelsis88,1009
T10313,socialworkertypeI,97
Kallismi,T10313,49
Kallismi,socialworkertypeI,32
Kallismi,MrsCora01,47
Kallismi,sheenanichols,32
Kallismi,Chelsis88,46
Kallismi,dgarner11,31
kcbscrapper,Kallismi,186
kcbscrapper,Chelsis88,37
kcbscrapper,dgarner11,27
kcbscrapper,T10313,39
kcbscrapper,socialworkertypeI,28
kcbscrapper,MrsCora01,38
kcbscrapper,sheenanichols,27
Chelsis88,dlank,2
MrsCora01,dlank,2
T10313,dlank,2
Kallismi,dlank,2
kcbscrapper,dlank,2
Tanikit,sheenanichols,2
MrsCora01,type1wife,3
type1wife,MrsCora01,477
Chelsis88,MrsCora01,399
type1wife,type1wife,3
Chelsis88,type1wife,2
MrsCora01,abcat2000,40822
MrsCora01,smip,6689
MrsCora01,MrsCora01,3
MrsCora01,Teenwtype1,2
voisine,Chelsis88,80
voisine,MrsCora01,72
Chelsis88,Teenwtype1,2
voisine,Teenwtype1,2
rubberyducky,caseyisaacs,2
MrsCora01,rubberyducky,87011
abcat2000,rubberyducky,5249
T10313,rubberyducky,3478
feelinghigh,rubberyducky,964
swimKE,feelinghigh,16000
swimKE,MrsCora01,919
swimKE,T10313,1231
swimKE,rubberyducky,909
swimKE,abcat2000,1098
swimKE,swimKE,87011
socialworkertypeI,T10313,104
socialworkertypeI,rubberyducky,101
socialworkertypeI,swimKE,114
socialworkertypeI,abcat2000,103
socialworkertypeI,feelinghigh,113
socialworkertypeI,MrsCora01,101
Kel89,socialworkertypeI,1679
Kel89,T10313,98
Kel89,swimKE,107
Kel89,abcat2000,97
Kel89,feelinghigh,106
Kel89,rubberyducky,96
arealgijoe,swimKE,83
arealgijoe,Kel89,363
arealgijoe,rubberyducky,76
arealgijoe,socialworkertypeI,299
sparklegirl201,socialworkertypeI,138
sparklegirl201,T10313,59
sparklegirl201,rubberyducky,58
sparklegirl201,swimKE,62
sparklegirl201,abcat2000,59
sparklegirl201,arealgijoe,257
sparklegirl201,feelinghigh,62
sparklegirl201,MrsCora01,58
MrsCora01,caseyisaacs,2
abcat2000,caseyisaacs,2
T10313,caseyisaacs,2
feelinghigh,caseyisaacs,2
swimKE,caseyisaacs,2
socialworkertypeI,caseyisaacs,2
Kel89,caseyisaacs,2
arealgijoe,caseyisaacs,2
sparklegirl201,caseyisaacs,2
MrsCora01,ssorja,2
sparklegirl201,ssorja,2
arealgijoe,AaronTellez20,2
Louise_WebMD_Staff,arealgijoe,1273
Louise_WebMD_Staff,AaronTellez20,2
feelinghigh,AaronTellez20,2
dgarner11,feelinghigh,2
Louise_WebMD_Staff,dgarner11,13245
feelinghigh,Louise_WebMD_Staff,5249
Louise_WebMD_Staff,feelinghigh,2
dgarner11,Chelsis88,2
abcat2000,Chelsis88,2
Louise_WebMD_Staff,tina0309,2
abcat2000,Louise_WebMD_Staff,5115
abcat2000,tina0309,2
abcat2000,kcbscrapper,2
iremom1,abcat2000,630
jnjstar,iremom1,173
jnjstar,abcat2000,136
iremom1,kcbscrapper,2
jnjstar,kcbscrapper,2
dgarner11,abcat2000,8032
dgarner11,MrsCora01,7168
Louise_WebMD_Staff,abcat2000,1213
Louise_WebMD_Staff,MrsCora01,1190
dgarner11,Louise_WebMD_Staff,6431
Louise_WebMD_Staff,Louise_WebMD_Staff,4415
dgarner11,dgarner11,2
MrsCora01,arealgijoe,2
arealgijoe,Louise_WebMD_Staff,1711
laura2gemini2,Louise_WebMD_Staff,1682
laura2gemini2,MrsCora01,731
MrsCora01,Louise_WebMD_Staff,1674
MrsCora01,laura2gemini2,287682
arealgijoe,laura2gemini2,4598
arealgijoe,arealgijoe,2
laura2gemini2,arealgijoe,2
MrsCora01,wifeoftoolow,2
abcat2000,wifeoftoolow,2
MrsCora01,jnjstar,2
lgreene103,missy99687,2
lgreene103,velvet1982,2
lgreene103,phototaker,2
lgreene103,smip,2
lgreene103,angel1495,2
lgreene103,amanda2581,2
FINALLY55,lgreene103,2112
FINALLY55,phototaker,2
FINALLY55,smip,2
FINALLY55,angel1495,2
FINALLY55,amanda2581,2
FINALLY55,missy99687,2
FINALLY55,velvet1982,2
amanda2581,FINALLY55,42560
amanda2581,missy99687,2
amanda2581,velvet1982,2
amanda2581,lgreene103,2010
amanda2581,phototaker,2
amanda2581,smip,2
amanda2581,angel1495,2
amanda2581,amanda2581,2
cookiedog,angel1495,2
cookiedog,amanda2581,2
cookiedog,FINALLY55,12903
cookiedog,missy99687,2
cookiedog,velvet1982,2
cookiedog,lgreene103,1813
cookiedog,phototaker,2
cookiedog,smip,2
DavidHueben,cookiedog,40822
DavidHueben,angel1495,2
DavidHueben,amanda2581,2
DavidHueben,FINALLY55,9756
DavidHueben,missy99687,2
DavidHueben,velvet1982,2
DavidHueben,lgreene103,1738
DavidHueben,phototaker,2
DavidHueben,smip,2
flutetooter,velvet1982,2
flutetooter,DavidHueben,6473
flutetooter,lgreene103,1369
flutetooter,phototaker,2
flutetooter,smip,2
flutetooter,cookiedog,5571
flutetooter,angel1495,2
flutetooter,amanda2581,2
flutetooter,FINALLY55,3899
flutetooter,missy99687,2
lgreene103,wilburthecat,3
FINALLY55,wilburthecat,3
amanda2581,wilburthecat,3
cookiedog,wilburthecat,3
DavidHueben,wilburthecat,3
flutetooter,wilburthecat,3
geewiz01,arealgijoe,4
geewiz01,DavidHueben,4
geewiz01,DianeR01,4
geewiz01,flutetooter,4
geewiz01,mhall6252,4
geewiz01,UndertheOaks,4
geewiz01,Louise_WebMD_Staff,4
geewiz01,xring,4
cookiedog,arealgijoe,4
cookiedog,DavidHueben,4
cookiedog,DianeR01,4
cookiedog,geewiz01,60625
cookiedog,flutetooter,4
cookiedog,mhall6252,4
cookiedog,UndertheOaks,4
cookiedog,Louise_WebMD_Staff,4
cookiedog,xring,4
betaquartz,geewiz01,901
betaquartz,flutetooter,4
betaquartz,mhall6252,4
betaquartz,UndertheOaks,4
betaquartz,Louise_WebMD_Staff,4
betaquartz,xring,4
betaquartz,cookiedog,915
betaquartz,arealgijoe,4
betaquartz,DavidHueben,4
betaquartz,DianeR01,4
xring,DianeR01,4
xring,geewiz01,742
xring,flutetooter,4
xring,mhall6252,4
xring,betaquartz,4175
xring,UndertheOaks,4
xring,Louise_WebMD_Staff,4
xring,xring,4
xring,cookiedog,750
xring,arealgijoe,4
xring,DavidHueben,4
Michael_Dansinger_MD,geewiz01,695
Michael_Dansinger_MD,flutetooter,4
Michael_Dansinger_MD,mhall6252,4
Michael_Dansinger_MD,betaquartz,3035
Michael_Dansinger_MD,UndertheOaks,4
Michael_Dansinger_MD,Louise_WebMD_Staff,4
Michael_Dansinger_MD,xring,4
Michael_Dansinger_MD,cookiedog,703
Michael_Dansinger_MD,arealgijoe,4
Michael_Dansinger_MD,DavidHueben,4
Michael_Dansinger_MD,DianeR01,4
betaquartz,betaquartz,865
betaquartz,Michael_Dansinger_MD,1211
geewiz01,MockBe,2
cookiedog,MockBe,2
betaquartz,MockBe,2
xring,MockBe,2
Michael_Dansinger_MD,MockBe,2
osiag,snowpup46,29
osiag,mhall6252,28
osiag,amanda2581,28
osiag,mary5545,31
osiag,auriga1,29
osiag,dharma04101,29
osiag,DavidHueben,28
osiag,teddybear200,28
osiag,phototaker,31
osiag,dfoelker,29
osiag,arealgijoe,29
osiag,Manoj_in_Bangalore,28
osiag,DianeR01,28
osiag,rubystar2,29
osiag,xring,29
jeena459,phototaker,20
jeena459,dfoelker,19
jeena459,arealgijoe,19
jeena459,Manoj_in_Bangalore,19
jeena459,DianeR01,19
jeena459,osiag,57
jeena459,rubystar2,19
jeena459,xring,19
jeena459,snowpup46,19
jeena459,mhall6252,19
jeena459,amanda2581,19
jeena459,mary5545,20
jeena459,auriga1,19
jeena459,dharma04101,19
jeena459,DavidHueben,19
jeena459,teddybear200,19
phototaker,DavidHueben,19
phototaker,teddybear200,18
phototaker,jeena459,868
phototaker,phototaker,19
phototaker,dfoelker,19
phototaker,arealgijoe,19
phototaker,Manoj_in_Bangalore,18
phototaker,DianeR01,18
phototaker,osiag,53
phototaker,rubystar2,19
phototaker,xring,19
phototaker,snowpup46,19
phototaker,mhall6252,18
phototaker,amanda2581,18
phototaker,mary5545,20
phototaker,auriga1,19
phototaker,dharma04101,19
rubystar2,jeena459,759
rubystar2,phototaker,19
rubystar2,dfoelker,19
rubystar2,arealgijoe,19
rubystar2,Manoj_in_Bangalore,18
rubystar2,DianeR01,18
rubystar2,osiag,53
rubystar2,rubystar2,19
rubystar2,xring,19
rubystar2,snowpup46,19
rubystar2,mhall6252,18
rubystar2,amanda2581,18
rubystar2,mary5545,20
rubystar2,auriga1,19
rubystar2,dharma04101,19
rubystar2,DavidHueben,19
rubystar2,teddybear200,18
Michael_Dansinger_MD,teddybear200,18
Michael_Dansinger_MD,mary5545,20
Michael_Dansinger_MD,auriga1,19
Michael_Dansinger_MD,snowpup46,18
Michael_Dansinger_MD,amanda2581,18
Michael_Dansinger_MD,jeena459,685
Michael_Dansinger_MD,phototaker,19
Michael_Dansinger_MD,dfoelker,19
Michael_Dansinger_MD,Manoj_in_Bangalore,18
Michael_Dansinger_MD,osiag,52
Michael_Dansinger_MD,rubystar2,19
Michael_Dansinger_MD,dharma04101,19
Manoj_in_Bangalore,mary5545,19
Manoj_in_Bangalore,auriga1,18
Manoj_in_Bangalore,dharma04101,18
Manoj_in_Bangalore,DavidHueben,18
Manoj_in_Bangalore,teddybear200,18
Manoj_in_Bangalore,jeena459,473
Manoj_in_Bangalore,phototaker,19
Manoj_in_Bangalore,dfoelker,18
Manoj_in_Bangalore,arealgijoe,18
Manoj_in_Bangalore,Manoj_in_Bangalore,18
Manoj_in_Bangalore,DianeR01,18
Manoj_in_Bangalore,osiag,51
Manoj_in_Bangalore,rubystar2,19
Manoj_in_Bangalore,xring,18
Manoj_in_Bangalore,snowpup46,18
Manoj_in_Bangalore,mhall6252,18
Manoj_in_Bangalore,amanda2581,18
MockBe,teddybear200,18
MockBe,jeena459,319
MockBe,phototaker,19
MockBe,dfoelker,18
MockBe,arealgijoe,18
MockBe,Manoj_in_Bangalore,18
MockBe,DianeR01,18
MockBe,osiag,48
MockBe,rubystar2,18
MockBe,xring,18
MockBe,snowpup46,18
MockBe,mhall6252,18
MockBe,amanda2581,18
MockBe,mary5545,19
MockBe,auriga1,18
MockBe,dharma04101,18
MockBe,DavidHueben,18
rubystar2,MockBe,2186
phototaker,MockBe,2103
ColColt45,mary5545,19
ColColt45,auriga1,18
ColColt45,dharma04101,18
ColColt45,DavidHueben,18
ColColt45,teddybear200,18
ColColt45,jeena459,273
ColColt45,phototaker,19
ColColt45,dfoelker,18
ColColt45,arealgijoe,18
ColColt45,Manoj_in_Bangalore,18
ColColt45,DianeR01,18
ColColt45,osiag,47
ColColt45,rubystar2,18
ColColt45,xring,18
ColColt45,snowpup46,18
ColColt45,mhall6252,18
ColColt45,amanda2581,18
ColColt45,MockBe,1907
flutetooter,ColColt45,5935
flutetooter,osiag,47
flutetooter,auriga1,18
flutetooter,dharma04101,18
flutetooter,Manoj_in_Bangalore,18
flutetooter,DianeR01,18
flutetooter,MockBe,1442
flutetooter,mary5545,19
flutetooter,dfoelker,18
flutetooter,arealgijoe,18
flutetooter,mhall6252,18
flutetooter,jeena459,261
flutetooter,rubystar2,18
flutetooter,xring,18
flutetooter,snowpup46,18
flutetooter,teddybear200,18
ColColt45,flutetooter,29853
ColColt45,ColColt45,4938
MockBe,MockBe,743
MockBe,flutetooter,1533
MockBe,ColColt45,1217
sama50,DavidHueben,17
sama50,teddybear200,17
sama50,flutetooter,381
sama50,jeena459,155
sama50,phototaker,18
sama50,dfoelker,17
sama50,arealgijoe,17
sama50,Manoj_in_Bangalore,17
sama50,DianeR01,17
sama50,ColColt45,358
sama50,osiag,42
sama50,rubystar2,17
sama50,xring,17
sama50,snowpup46,17
sama50,mhall6252,17
sama50,amanda2581,17
sama50,MockBe,302
sama50,mary5545,18
sama50,auriga1,17
sama50,dharma04101,17
phototaker,sama50,4706
phototaker,flutetooter,353
phototaker,ColColt45,333
Michael_Dansinger_MD,sama50,1705
Michael_Dansinger_MD,ColColt45,296
flutetooter,flutetooter,142
flutetooter,sama50,226
MockBe,sama50,132
osiag,Michael_Dansinger_MD,2
jeena459,Michael_Dansinger_MD,2
phototaker,Michael_Dansinger_MD,2
rubystar2,Michael_Dansinger_MD,2
Michael_Dansinger_MD,Michael_Dansinger_MD,2
Manoj_in_Bangalore,Michael_Dansinger_MD,2
MockBe,Michael_Dansinger_MD,2
ColColt45,Michael_Dansinger_MD,2
flutetooter,Michael_Dansinger_MD,2
sama50,Michael_Dansinger_MD,2
betaquartz,ColColt45,3373
betaquartz,rubystar2,84
auriga1,ColColt45,306
auriga1,rubystar2,67
auriga1,betaquartz,336
ColColt45,betaquartz,327
xring,auriga1,10929
xring,ColColt45,297
xring,rubystar2,67
rubystar2,betaquartz,187
rubystar2,ColColt45,178
Hootyowl2,betaquartz,157
Hootyowl2,ColColt45,150
Hootyowl2,auriga1,296
Hootyowl2,rubystar2,55
xring,Hootyowl2,57158
ColColt45,Hootyowl2,10471
Hootyowl2,Hootyowl2,7326
rubystar2,Hootyowl2,1190
Mich217,Hootyowl2,567
Mich217,ColColt45,119
Mich217,auriga1,195
Mich217,rubystar2,50
Mich217,betaquartz,123
xring,Mich217,7067
ColColt45,Mich217,1625
rubystar2,Mich217,319
DavidHueben,Hootyowl2,203
DavidHueben,ColColt45,86
DavidHueben,auriga1,120
DavidHueben,rubystar2,43
DavidHueben,Mich217,316
DavidHueben,betaquartz,89
auriga1,xring,2
Hootyowl2,xring,2
Mich217,xring,2
DavidHueben,xring,2
arealgijoe,depressed_one,180
arealgijoe,phototaker,151
arealgijoe,mntngirl,218
arealgijoe,MockBe,178
arealgijoe,grinch39,671
arealgijoe,xring,182
arealgijoe,DavidHueben,158
arealgijoe,MtnJon,227
wilburthecat,arealgijoe,11976
wilburthecat,mntngirl,214
wilburthecat,MockBe,176
wilburthecat,grinch39,636
wilburthecat,xring,179
wilburthecat,DavidHueben,156
wilburthecat,MtnJon,223
wilburthecat,depressed_one,177
wilburthecat,phototaker,149
MockBe,wilburthecat,4228
MockBe,mntngirl,204
MockBe,grinch39,553
MockBe,depressed_one,170
MockBe,MtnJon,212
merski,grinch39,518
merski,xring,169
merski,DavidHueben,148
merski,wilburthecat,2797
merski,MtnJon,207
merski,depressed_one,167
merski,phototaker,142
merski,arealgijoe,2265
merski,mntngirl,199
merski,MockBe,165
chattycathy1957,merski,700
chattycathy1957,grinch39,298
chattycathy1957,xring,136
chattycathy1957,DavidHueben,122
chattycathy1957,wilburthecat,560
chattycathy1957,MtnJon,159
chattycathy1957,depressed_one,135
chattycathy1957,phototaker,118
chattycathy1957,arealgijoe,535
chattycathy1957,mntngirl,155
chattycathy1957,MockBe,134
flutetooter,merski,459
flutetooter,mntngirl,139
flutetooter,grinch39,244
flutetooter,depressed_one,122
flutetooter,chattycathy1957,1338
flutetooter,MtnJon,142
arealgijoe,pebbleshastype2,3
wilburthecat,pebbleshastype2,3
MockBe,pebbleshastype2,3
merski,pebbleshastype2,3
chattycathy1957,pebbleshastype2,3
flutetooter,pebbleshastype2,3
mhall6252,xring,429
mhall6252,cookiedog,188
mhall6252,ColColt45,179
mhall6252,amanda2581,543
mhall6252,bonii,413
mhall6252,arealgijoe,188
mhall6252,wilburthecat,530
mhall6252,rubystar2,218
mhall6252,depressed_one,184
mhall6252,DavidHueben,3
bankerjosh,arealgijoe,332
bankerjosh,phototaker,239
bankerjosh,nixie99,367
bankerjosh,merski,235
xring,nixie99,357
xring,phototaker,235
xring,bankerjosh,12903
xring,merski,230
betaquartz,bankerjosh,331
betaquartz,merski,137
betaquartz,nixie99,174
betaquartz,phototaker,139
bankerjosh,grinch39,3
xring,grinch39,3
betaquartz,grinch39,3
teddybear200,DavidHueben,194
teddybear200,Michael_Dansinger_MD,9662
teddybear200,teddybear200,3
arealgijoe,ColColt45,5797
arealgijoe,auriga1,5277
arealgijoe,rubystar2,2442
HERROYALEVILNESS,auriga1,673
HERROYALEVILNESS,arealgijoe,771
HERROYALEVILNESS,rubystar2,586
HERROYALEVILNESS,ColColt45,681
HERROYALEVILNESS,phototaker,3
MrsCora01,auriga1,1446
MrsCora01,nixie99,1405
MrsCora01,phototaker,3
phototaker,yiannid,3
yiannid,phototaker,40822
nixie99,phototaker,16261
MockBe,nixie99,7220
yiannid,MockBe,8584
yiannid,nixie99,3914
DavidHueben,MockBe,7168
DavidHueben,nixie99,3604
flutetooter,nixie99,582
yiannid,yiannid,3
nixie99,yiannid,3
MockBe,yiannid,3
DavidHueben,yiannid,3
flutetooter,yiannid,3
mntngirl,teddybear200,1500
mntngirl,DavidHueben,3
DavidHueben,Louise_WebMD_Staff,3
teddybear200,rubystar2,13986
arealgijoe,teddybear200,9479
rubystar2,Louise_WebMD_Staff,3
teddybear200,Louise_WebMD_Staff,3
phototaker,Louise_WebMD_Staff,3
DianeR01,OLDMARINER95,3
auriga1,DianeR01,28988
alanrm24,phototaker,209
alanrm24,auriga1,208
alanrm24,DianeR01,207
auriga1,OLDMARINER95,3
phototaker,OLDMARINER95,3
alanrm24,OLDMARINER95,3
DavidHueben,OLDMARINER95,3
FINALLY55,DavidHueben,3527
phototaker,FINALLY55,54067
auriga1,FINALLY55,39221
auriga1,DavidHueben,3231
auriga1,phototaker,133531
FINALLY55,OLDMARINER95,3
wilburthecat,auriga1,16529
nixie99,wilburthecat,13606
nixie99,auriga1,7491
rubystar2,nixie99,29853
rubystar2,wilburthecat,9302
auriga1,auriga1,5634
auriga1,nixie99,22990
auriga1,wilburthecat,8511
amanda2581,auriga1,968
amanda2581,rubystar2,1154
amanda2581,nixie99,1110
amanda2581,flutetooter,1823
phototaker,nixie99,1041
phototaker,wilburthecat,967
merski,amanda2581,8299
merski,nixie99,979
merski,flutetooter,1494
merski,auriga1,866
merski,rubystar2,1013
merski,merski,287682
ColColt45,nixie99,857
ColColt45,wilburthecat,807
ColColt45,merski,6873
depressed_one,amanda2581,2981
depressed_one,nixie99,809
depressed_one,auriga1,730
depressed_one,flutetooter,1132
depressed_one,wilburthecat,764
depressed_one,merski,4662
depressed_one,rubystar2,832
depressed_one,phototaker,761
katsdorule,amanda2581,1807
katsdorule,nixie99,688
katsdorule,auriga1,630
katsdorule,depressed_one,4598
katsdorule,flutetooter,908
katsdorule,wilburthecat,655
katsdorule,merski,2312
katsdorule,rubystar2,704
katsdorule,phototaker,653
amanda2581,katsdorule,1249
amanda2581,depressed_one,983
amanda2581,merski,811
ColColt45,katsdorule,974
ColColt45,depressed_one,804
xring,depressed_one,737
xring,amanda2581,591
xring,katsdorule,878
xring,wilburthecat,375
DavidHueben,merski,627
DavidHueben,katsdorule,859
DavidHueben,flutetooter,442
DavidHueben,depressed_one,724
amanda2581,xring,3091
amanda2581,DavidHueben,3339
betaquartz,katsdorule,626
betaquartz,wilburthecat,320
betaquartz,depressed_one,551
betaquartz,auriga1,314
betaquartz,amanda2581,465
dfoelker,merski,326
dfoelker,rubystar2,247
dfoelker,phototaker,240
dfoelker,betaquartz,962
dfoelker,katsdorule,379
dfoelker,amanda2581,314
dfoelker,nixie99,245
dfoelker,auriga1,237
dfoelker,DavidHueben,679
dfoelker,depressed_one,350
dfoelker,flutetooter,268
dfoelker,wilburthecat,240
dfoelker,xring,668
katsdorule,DavidHueben,215
katsdorule,dfoelker,314
katsdorule,xring,214
katsdorule,betaquartz,237
katsdorule,katsdorule,172
Louise_WebMD_Staff,betaquartz,226
Louise_WebMD_Staff,katsdorule,166
Louise_WebMD_Staff,amanda2581,152
Louise_WebMD_Staff,nixie99,134
Louise_WebMD_Staff,auriga1,132
Louise_WebMD_Staff,DavidHueben,206
Louise_WebMD_Staff,depressed_one,161
Louise_WebMD_Staff,flutetooter,141
Louise_WebMD_Staff,wilburthecat,133
Louise_WebMD_Staff,dfoelker,296
Louise_WebMD_Staff,xring,205
Louise_WebMD_Staff,merski,155
Louise_WebMD_Staff,rubystar2,135
Louise_WebMD_Staff,phototaker,133
arealgijoe,merski,130
arealgijoe,nixie99,114
arealgijoe,betaquartz,176
arealgijoe,amanda2581,128
arealgijoe,wilburthecat,113
arealgijoe,katsdorule,137
arealgijoe,flutetooter,119
arealgijoe,dfoelker,215
wilburthecat,ColColt45,3
nixie99,ColColt45,3
amanda2581,ColColt45,3
merski,ColColt45,3
depressed_one,ColColt45,3
katsdorule,ColColt45,3
dfoelker,ColColt45,3
Louise_WebMD_Staff,ColColt45,2
FINALLY55,FINALLY55,154151
mntngirl,ColColt45,1614
mntngirl,FINALLY55,1142
rubystar2,Gypsy12345,11173
rubystar2,mntngirl,1434
rubystar2,cookiedog,21053
rubystar2,FINALLY55,636
cookiedog,cookiedog,18019
cookiedog,ColColt45,756
cookiedog,Gypsy12345,10363
cookiedog,rubystar2,133531
cookiedog,mntngirl,1419
betaquartz,mntngirl,1411
betaquartz,FINALLY55,631
betaquartz,Gypsy12345,9950
Gypsy12345,betaquartz,405465
Gypsy12345,Gypsy12345,9662
Gypsy12345,FINALLY55,630
Gypsy12345,rubystar2,68993
Gypsy12345,mntngirl,1405
Gypsy12345,cookiedog,16000
Gypsy12345,ColColt45,751
ColColt45,Gypsy12345,9569
ColColt45,mntngirl,1404
ColColt45,cookiedog,15748
ColColt45,FINALLY55,630
Louise_WebMD_Staff,mntngirl,1161
Louise_WebMD_Staff,cookiedog,4706
Louise_WebMD_Staff,FINALLY55,576
Louise_WebMD_Staff,Gypsy12345,3945
cookiedog,betaquartz,6309
flutetooter,betaquartz,5450
flutetooter,Gypsy12345,3515
flutetooter,Louise_WebMD_Staff,32790
xring,mntngirl,1096
xring,FINALLY55,559
xring,Gypsy12345,3284
DavidHueben,Gypsy12345,2270
DavidHueben,mntngirl,954
auriga1,cookiedog,2378
auriga1,flutetooter,5634
auriga1,Gypsy12345,2162
auriga1,Louise_WebMD_Staff,4796
auriga1,mntngirl,935
Gypsy12345,auriga1,28988
Gypsy12345,Louise_WebMD_Staff,4124
Gypsy12345,xring,5222
Gypsy12345,flutetooter,4728
nixie99,flutetooter,2484
nixie99,rubystar2,1676
nixie99,mntngirl,772
nixie99,Louise_WebMD_Staff,2312
nixie99,cookiedog,1552
nixie99,FINALLY55,461
nixie99,xring,2614
nixie99,betaquartz,1708
nixie99,Gypsy12345,1457
nixie99,nixie99,7273
Gypsy12345,DavidHueben,3
nixie99,DavidHueben,3
mntngirl,amanda2581,3
phototaker,mntngirl,9302
snowpup46,phototaker,2002
snowpup46,mntngirl,1649
snowpup46,rubystar2,11050
nixie99,snowpup46,1494
depressed_one,snowpup46,1413
depressed_one,mntngirl,761
amanda2581,mntngirl,485
amanda2581,snowpup46,687
auriga1,snowpup46,575
auriga1,depressed_one,969
rubystar2,depressed_one,765
snowpup46,amanda2581,3
nixie99,amanda2581,3
auriga1,amanda2581,3
nixie99,MockBe,3
nixie99,arealgijoe,5540
DavidHueben,arealgijoe,1641
alanrm24,nixie99,249
alanrm24,DavidHueben,531
alanrm24,arealgijoe,401
teddybear200,phototaker,247
teddybear200,alanrm24,15267
teddybear200,nixie99,245
teddybear200,arealgijoe,391
CJS78,teddybear200,313
CJS78,arealgijoe,174
CJS78,alanrm24,307
CJS78,phototaker,138
CJS78,DavidHueben,194
CJS78,nixie99,138
phototaker,CJS78,752
phototaker,alanrm24,218
alanrm24,MockBe,3
teddybear200,MockBe,3
CJS78,MockBe,2
arealgijoe,snowpup46,1010
amanda2581,arealgijoe,856
mntngirl,MockBe,782
mntngirl,mntngirl,105361
Louise_WebMD_Staff,MockBe,547
depressed_one,daffydaisey,3
mntngirl,depressed_one,536
mntngirl,auriga1,600
auriga1,daffydaisey,3
mntngirl,daffydaisey,3
Louise_WebMD_Staff,daffydaisey,3
DavidHueben,daffydaisey,3
rubystar2,wags1960,3
DavidHueben,wags1960,3
nixie99,wags1960,3
auriga1,wags1960,3
amanda2581,MockBe,2195
chattycathy1957,rubystar2,477
chattycathy1957,amanda2581,653
amanda2581,cookiedog,42560
gabby1771,amanda2581,3
amanda2581,gabby1771,10929
alanrm24,jhwilding16,3
xring,alanrm24,6780
xring,jhwilding16,3
amanda2581,Louise_WebMD_Staff,3
teddybear200,betaquartz,11173
teddybear200,amanda2581,5666
tessaspop,teddybear200,18349
tessaspop,DavidHueben,6079
tessaspop,rubystar2,9132
tessaspop,amanda2581,4320
tessaspop,betaquartz,6969
ColColt45,tessaspop,23530
arealgijoe,tessaspop,5277
nixie99,tessaspop,3221
nixie99,teddybear200,2736
auriga1,arealgijoe,4057
auriga1,tessaspop,2291
auriga1,teddybear200,2035
flutetooter,tessaspop,1606
ironman97176,auriga1,3540
ironman97176,ColColt45,1478
ironman97176,rubystar2,1207
ironman97176,amanda2581,1052
ironman97176,nixie99,2448
ironman97176,tessaspop,1390
ironman97176,betaquartz,1159
ironman97176,flutetooter,10363
ironman97176,arealgijoe,1889
ironman97176,teddybear200,1293
ironman97176,DavidHueben,1131
xring,tessaspop,1305
xring,teddybear200,1219
xring,ironman97176,21053
tessaspop,Louise_WebMD_Staff,3
ColColt45,Louise_WebMD_Staff,3
ironman97176,Louise_WebMD_Staff,3
dgarner11,DavidHueben,3
DavidHueben,dgarner11,1027
tessaspop,flutetooter,9662
tessaspop,ColColt45,8511
tessaspop,xring,19418
betaquartz,tessaspop,2751
DisHammerhand,tessaspop,1554
DisHammerhand,flutetooter,1338
DisHammerhand,nixie99,2574
DisHammerhand,xring,1438
DisHammerhand,ColColt45,1313
DisHammerhand,auriga1,1604
DisHammerhand,DavidHueben,1340
betaquartz,DisHammerhand,2270
flutetooter,DisHammerhand,1630
mntngirl,nixie99,614
mntngirl,flutetooter,503
mntngirl,tessaspop,531
mntngirl,DisHammerhand,806
mntngirl,xring,517
xring,DisHammerhand,800
rubystar2,flutetooter,436
rubystar2,DisHammerhand,647
rubystar2,tessaspop,457
DavidHueben,tessaspop,386
DavidHueben,DisHammerhand,515
AustinTodd,ColColt45,355
AustinTodd,mntngirl,1231
AustinTodd,auriga1,374
AustinTodd,DavidHueben,357
AustinTodd,DisHammerhand,487
AustinTodd,tessaspop,371
AustinTodd,flutetooter,357
AustinTodd,rubystar2,1978
AustinTodd,nixie99,410
AustinTodd,xring,364
xring,AustinTodd,8097
Clipperstar,mntngirl,939
Clipperstar,auriga1,341
Clipperstar,DavidHueben,328
Clipperstar,AustinTodd,3945
Clipperstar,DisHammerhand,434
